geographic_zone,school_type,gender,age_at_start_of_academic_year,class_level,grade_repetition_count,term_1_attendance,term_2_attendance,english_exam_score,math_exam_score,science_exam_score,social_studies_exam_score,average_exam_score,grade_repetition_count_missing,attendance_risk_index,dropout_label
0,1,0,11.0,3,0.0,85.0,76.0,62.0,65.0,77.0,57.0,65.25,0,0.20400000000000001,0
0,0,1,14.0,3,0.0,78.0,82.0,57.0,50.0,59.0,64.0,57.5,0,0.196,0
1,1,1,12.0,2,0.0,79.0,80.0,62.0,56.0,86.0,79.0,70.75,0,0.20399999999999996,0
1,1,0,6.0,0,0.0,79.1,81.4,66.3,57.4,69.4,68.0,65.275,0,0.19519999999999998,0
0,0,0,13.9,3,0.0,86.9,78.4,62.8,57.6,49.4,54.2,56.0,1,0.18199999999999994,0
0,0,0,12.4,3,0.0,77.7,81.1,59.3,64.5,71.0,58.8,63.400000000000006,1,0.20260000000000003,0
0,1,1,10.0,3,1.0,75.0,84.0,58.0,72.0,74.0,80.0,71.0,0,0.196,0
0,1,1,13.4,4,0.0,85.1,87.4,85.0,93.8,87.6,89.7,89.02499999999999,1,0.13519999999999993,0
0,1,1,13.0,3,0.0,85.0,90.0,76.0,65.0,76.0,62.0,69.75,0,0.12,0
0,0,0,12.0,3,1.0,69.0,63.0,40.0,40.0,34.0,40.0,38.5,0,0.34600000000000003,1
0,1,0,14.0,4,0.0,72.0,76.0,68.0,69.0,70.0,71.0,69.5,0,0.256,0
1,1,0,12.0,3,2.0,85.0,94.0,49.0,81.0,90.0,43.0,65.75,0,0.09600000000000004,0
1,1,1,13.0,4,0.0,95.0,94.0,60.0,89.0,79.0,54.0,70.5,0,0.05600000000000005,0
0,1,1,12.0,3,0.0,87.0,76.0,37.0,57.0,66.0,57.0,54.25,0,0.196,0
1,1,0,13.0,4,0.0,98.0,98.0,63.0,83.0,96.0,46.0,72.0,0,0.020000000000000018,0
0,1,0,13.0,4,0.0,85.0,81.0,64.0,70.0,66.0,64.0,66.0,0,0.174,0
0,1,1,10.0,4,0.0,76.0,97.0,57.0,81.0,76.0,76.0,72.5,0,0.11400000000000002,0
1,1,1,6.0,0,0.0,85.0,87.0,68.0,57.0,57.0,63.0,61.25,0,0.138,0
1,1,1,12.0,3,2.0,98.0,99.0,70.0,47.0,90.0,64.0,67.75,0,0.014000000000000012,0
1,1,0,12.0,3,1.0,98.0,90.0,88.0,54.0,77.0,70.0,72.25,0,0.06799999999999999,0
0,1,1,12.3,4,0.0,79.4,80.2,81.6,74.5,84.5,73.6,78.55,1,0.20119999999999993,0
1,1,0,6.0,0,2.0,20.0,37.0,25.0,18.0,24.0,36.0,25.75,0,0.6980000000000001,1
0,1,1,13.0,4,0.0,79.0,75.0,69.0,62.0,66.0,72.0,67.25,0,0.23399999999999999,0
0,1,1,9.9,4,0.0,80.7,71.7,79.1,59.2,75.3,65.1,69.67500000000001,1,0.24699999999999994,0
1,1,0,7.0,0,2.0,20.0,37.0,11.0,36.0,52.0,43.0,35.5,0,0.6980000000000001,1
0,0,1,13.0,4,0.0,91.0,89.0,75.0,71.0,74.0,79.0,74.75,0,0.10199999999999998,0
0,0,1,12.0,3,0.0,79.0,79.0,68.0,57.0,72.0,68.0,66.25,0,0.20999999999999996,0
0,0,1,14.0,4,0.0,82.0,83.0,51.0,61.0,48.0,57.0,54.25,0,0.17400000000000004,0
1,1,1,9.0,1,0.0,76.6,77.8,65.2,65.1,70.2,60.4,65.225,1,0.22680000000000003,0
1,1,1,9.0,1,0.0,91.0,95.0,56.0,48.0,73.0,40.0,54.25,0,0.06600000000000002,0
0,1,0,13.0,4,0.0,89.5,92.3,91.4,82.9,89.3,86.2,87.45,1,0.08820000000000003,0
1,1,1,13.0,4,0.0,87.0,92.0,87.0,95.0,90.0,64.0,84.0,0,0.09999999999999998,0
0,1,0,13.0,4,0.0,86.0,85.0,81.0,67.0,59.0,53.0,65.0,0,0.14600000000000002,0
1,1,1,13.0,4,0.0,95.0,88.0,78.0,46.0,56.0,90.0,67.5,0,0.09200000000000001,0
1,1,1,10.0,1,0.0,75.0,79.0,66.0,66.0,71.0,65.0,67.0,0,0.22599999999999998,0
0,1,0,14.0,3,0.0,81.0,88.0,84.0,86.0,86.0,78.0,83.5,0,0.14799999999999996,0
0,1,0,14.0,3,0.0,95.0,99.0,85.0,83.0,75.0,86.0,82.25,0,0.026000000000000023,0
1,1,0,9.0,0,0.0,87.0,77.0,65.0,74.0,72.0,80.0,72.75,0,0.19,0
1,1,1,8.0,1,0.0,78.0,74.0,66.0,74.0,70.0,74.0,71.0,0,0.244,0
0,1,1,11.0,4,0.0,83.0,77.0,63.0,57.0,85.0,78.0,70.75,0,0.20600000000000002,0
1,1,0,8.0,1,0.0,89.0,87.0,87.0,47.0,47.0,89.0,67.5,0,0.122,0
0,0,0,13.0,4,0.0,91.0,95.0,73.0,80.0,70.0,78.0,75.25,0,0.06600000000000002,0
1,1,0,13.0,4,0.0,89.0,91.0,75.0,88.0,54.0,89.0,76.5,0,0.09799999999999998,0
1,1,0,12.0,2,1.0,94.0,97.0,89.0,40.0,54.0,46.0,57.25,0,0.04200000000000004,0
0,1,1,13.0,4,0.0,81.0,80.0,79.0,74.0,84.0,73.0,77.5,0,0.19599999999999995,0
0,1,1,13.5,4,0.0,68.5,72.6,52.3,61.4,62.5,57.7,58.475,1,0.2904,0
0,1,1,14.0,3,0.0,85.0,85.0,78.0,79.0,73.0,78.0,77.0,0,0.15000000000000002,0
1,1,1,10.0,1,0.0,86.4,89.6,62.2,58.5,59.6,64.5,61.2,1,0.11680000000000001,0
0,1,0,13.0,4,0.0,95.0,99.0,70.0,84.0,72.0,82.0,77.0,0,0.026000000000000023,0
1,1,0,7.0,1,0.0,79.9,81.8,65.4,68.7,60.8,64.8,64.92500000000001,1,0.18960000000000002,0
1,1,1,6.0,0,0.0,77.8,80.5,70.7,56.7,76.3,65.1,67.19999999999999,1,0.20579999999999996,0
1,1,1,13.0,4,0.0,72.0,77.0,49.0,50.0,59.0,51.0,52.25,0,0.25,0
0,1,1,10.0,3,0.0,84.6,80.3,82.2,63.3,66.6,87.7,74.95,0,0.17980000000000004,0
1,1,0,13.0,4,0.0,94.0,87.0,60.0,74.0,64.0,71.0,67.25,0,0.10200000000000002,0
1,1,1,9.0,1,0.0,78.6,77.3,70.1,69.7,77.5,72.1,72.35,1,0.22180000000000002,0
0,1,1,9.1,3,0.0,71.5,81.1,69.3,52.6,71.4,73.0,66.575,0,0.22740000000000005,0
1,1,0,11.1,0,0.0,83.1,82.3,62.4,65.8,68.1,81.6,69.475,1,0.17380000000000007,0
1,1,0,10.0,2,1.0,74.0,70.0,70.0,87.0,72.0,67.0,74.0,0,0.28400000000000003,0
0,1,1,11.2,3,0.0,86.7,75.1,63.9,66.1,71.7,50.4,63.025,1,0.20260000000000006,0
1,1,1,12.0,3,0.0,88.0,92.0,67.0,75.0,78.0,56.0,69.0,0,0.09599999999999997,0
1,1,0,11.0,0,0.0,86.0,81.0,63.0,69.0,67.0,81.0,70.0,0,0.16999999999999998,0
0,1,0,14.0,4,0.0,80.0,83.0,57.0,54.0,59.0,58.0,57.0,0,0.182,0
0,1,0,12.0,4,0.0,77.0,84.0,67.0,75.0,76.0,64.0,70.5,0,0.188,0
0,1,1,12.0,2,0.0,87.0,87.0,76.0,77.0,68.0,74.0,73.75,0,0.13,0
1,1,0,11.0,1,1.0,92.0,87.0,72.0,56.0,93.0,71.0,73.0,0,0.10999999999999999,0
0,1,0,10.0,4,0.0,94.4,90.2,79.3,76.2,78.8,60.9,73.8,1,0.08119999999999997,0
0,1,1,11.0,0,0.0,77.0,84.0,76.0,77.0,77.0,70.0,75.0,0,0.188,0
1,1,0,13.0,4,1.0,94.0,97.0,92.0,65.0,81.0,77.0,78.75,0,0.04200000000000004,0
1,1,0,6.0,0,1.0,88.0,92.0,88.0,71.0,73.0,43.0,68.75,0,0.09599999999999997,0
0,1,1,9.2,0,0.0,85.6,93.5,64.4,61.1,66.3,73.4,66.30000000000001,0,0.09659999999999998,0
0,1,0,12.0,3,0.0,96.0,90.0,65.0,82.0,61.0,74.0,70.5,0,0.076,0
1,1,1,6.0,0,0.0,78.0,74.0,66.0,74.0,70.0,74.0,71.0,0,0.244,0
1,1,1,8.0,1,2.0,20.0,37.0,36.0,21.0,22.0,46.0,31.25,0,0.6980000000000001,1
1,1,1,13.6,3,0.0,61.4,73.0,52.3,40.5,52.8,43.7,47.325,1,0.3164,1
0,1,1,14.0,4,0.0,84.0,87.0,82.0,75.0,76.0,84.0,79.25,0,0.14200000000000002,0
0,1,1,12.3,4,0.0,81.1,75.9,80.3,89.1,52.6,78.4,75.1,1,0.2202,0
1,1,1,6.0,0,0.0,86.0,89.0,90.0,41.0,90.0,48.0,67.25,0,0.122,0
1,1,0,12.0,2,0.0,86.0,95.0,64.0,70.0,78.0,43.0,63.75,0,0.08600000000000003,0
1,1,0,6.0,0,2.0,20.0,37.0,25.0,44.0,44.0,34.0,36.75,0,0.6980000000000001,1
0,1,1,9.4,0,0.0,71.5,74.3,69.4,68.4,55.3,57.4,62.62500000000001,1,0.2682,0
0,1,0,11.5,4,0.0,88.9,89.0,76.3,61.7,74.8,60.9,68.425,0,0.11039999999999998,0
0,1,1,12.0,2,0.0,86.0,87.0,68.0,66.0,78.0,79.0,72.75,0,0.134,0
1,1,1,7.0,0,0.0,78.0,74.0,66.0,74.0,70.0,74.0,71.0,0,0.244,0
1,1,1,8.0,1,2.0,65.0,64.0,59.0,60.0,57.0,57.0,58.25,0,0.356,0
0,0,1,13.0,3,0.0,70.0,74.0,42.0,49.0,45.0,43.0,44.75,0,0.276,1
1,1,0,10.2,0,0.0,82.6,81.4,62.7,73.2,61.1,65.7,65.675,0,0.18119999999999997,0
1,1,0,8.0,1,0.0,75.4,71.0,62.2,67.1,66.2,53.4,62.225,0,0.27240000000000003,0
0,1,0,14.2,4,0.0,81.2,88.5,61.8,58.8,58.6,51.6,57.7,0,0.1442,0
1,1,0,13.0,4,0.0,87.0,97.0,56.0,94.0,60.0,87.0,74.25,0,0.07000000000000002,0
1,1,0,12.0,2,0.0,78.0,74.0,66.0,74.0,70.0,74.0,71.0,0,0.244,0
1,1,0,12.0,2,0.0,82.0,73.0,66.0,87.0,66.0,54.0,68.25,0,0.23400000000000004,0
0,0,0,13.0,4,0.0,72.0,76.0,57.0,53.0,45.0,58.0,53.25,0,0.256,1
1,1,1,7.0,1,3.0,20.0,37.0,61.0,19.0,39.0,44.0,40.75,0,0.6980000000000001,1
0,1,1,14.0,3,0.0,85.0,92.0,77.0,84.0,73.0,85.0,79.75,0,0.10799999999999998,0
1,1,1,10.0,1,1.0,88.0,92.0,88.0,71.0,73.0,43.0,68.75,0,0.09599999999999997,0
1,1,0,7.0,1,0.0,92.0,85.0,69.0,57.0,68.0,68.0,65.5,0,0.122,0
0,1,0,11.7,2,0.0,88.5,91.4,80.9,86.2,92.5,88.3,86.97500000000001,1,0.09759999999999998,0
0,1,1,11.0,4,0.0,84.0,78.0,73.0,77.0,75.0,61.0,71.5,0,0.196,0
1,1,1,8.0,1,0.0,85.0,87.0,68.0,57.0,57.0,63.0,61.25,0,0.138,0
1,1,1,12.0,2,0.0,86.0,99.0,60.0,56.0,57.0,76.0,62.25,0,0.06200000000000001,0
0,1,0,14.2,4,0.0,88.5,77.8,67.5,70.6,65.1,66.1,67.32499999999999,0,0.17919999999999997,0
1,1,1,13.0,4,0.0,96.0,93.0,47.0,58.0,87.0,85.0,69.25,0,0.05799999999999998,0
0,1,1,14.0,3,0.0,74.6,79.0,57.4,62.3,68.2,69.4,64.32499999999999,1,0.22759999999999997,0
1,1,1,12.0,3,0.0,96.0,90.0,69.0,76.0,51.0,56.0,63.0,0,0.076,0
1,1,1,12.0,3,0.0,97.0,94.0,79.0,78.0,63.0,42.0,65.5,0,0.04800000000000004,0
0,0,0,12.3,4,0.0,75.2,75.5,51.6,60.7,55.2,58.9,56.6,1,0.2462,0
0,1,1,11.0,2,0.0,77.0,79.0,80.0,71.0,76.0,72.0,74.75,0,0.21799999999999997,0
0,0,1,12.0,3,0.0,82.0,89.0,76.0,68.0,65.0,72.0,70.25,0,0.138,0
1,1,1,13.0,4,1.0,93.0,95.0,50.0,95.0,83.0,87.0,78.75,0,0.05800000000000001,0
1,1,0,12.0,2,0.0,85.0,94.0,70.0,63.0,81.0,93.0,76.75,0,0.09600000000000004,0
1,1,0,13.0,4,0.0,96.0,98.0,78.0,77.0,62.0,96.0,78.25,0,0.028000000000000025,0
1,1,1,8.0,0,0.0,77.8,80.5,70.7,56.7,76.3,65.1,67.19999999999999,1,0.20579999999999996,0
1,1,1,6.0,0,0.0,88.0,92.0,94.0,73.0,61.0,62.0,72.5,0,0.09599999999999997,0
1,1,1,13.0,4,0.0,93.0,97.0,57.0,66.0,56.0,45.0,56.0,0,0.046,0
0,1,0,12.0,2,0.0,88.0,94.0,81.0,82.0,93.0,84.0,85.0,0,0.08400000000000003,0
1,1,1,7.0,1,0.0,86.4,89.6,62.2,58.5,59.6,64.5,61.2,1,0.11680000000000001,0
1,1,1,12.0,2,0.0,90.0,95.0,91.0,72.0,84.0,45.0,73.0,0,0.07000000000000002,0
0,1,0,12.0,3,0.0,75.3,83.9,73.6,74.9,66.1,70.6,71.3,1,0.19539999999999996,0
0,1,0,9.5,3,0.0,79.9,97.4,78.0,72.5,57.9,81.7,72.525,0,0.09599999999999993,0
0,1,1,14.0,3,0.0,78.0,76.0,64.0,52.0,59.0,57.0,58.0,0,0.23199999999999998,0
0,1,0,13.4,3,0.0,71.7,69.1,43.2,52.8,47.6,49.6,48.3,0,0.2986,1
0,0,1,14.0,3,2.0,67.0,71.0,63.0,68.0,64.0,68.0,65.75,0,0.306,0
0,0,0,14.0,3,0.0,85.0,87.0,68.0,57.0,57.0,63.0,61.25,0,0.138,0
1,1,1,6.0,0,0.0,92.0,85.0,69.0,57.0,68.0,68.0,65.5,0,0.122,0
1,1,0,12.0,3,1.0,85.0,93.0,94.0,79.0,51.0,48.0,68.0,0,0.10199999999999998,0
1,1,0,13.0,4,0.0,94.0,98.0,66.0,65.0,58.0,94.0,70.75,0,0.03600000000000003,0
0,1,0,12.0,4,0.0,82.0,88.0,75.0,61.0,74.0,62.0,68.0,0,0.14400000000000002,0
0,1,0,13.7,4,0.0,83.5,80.1,65.7,76.1,70.2,70.6,70.65,0,0.18540000000000006,0
1,1,1,12.0,3,0.0,90.0,95.0,51.0,69.0,54.0,44.0,54.5,0,0.07000000000000002,0
0,1,1,10.0,3,0.0,76.0,79.0,73.0,63.0,74.0,70.0,70.0,0,0.22199999999999998,0
0,1,1,10.0,3,0.0,83.0,83.0,91.0,75.0,48.0,71.0,71.25,0,0.17000000000000004,0
0,1,0,14.0,4,0.0,85.0,88.0,78.0,81.0,78.0,87.0,81.0,0,0.132,0
1,1,1,12.0,3,1.0,88.0,92.0,88.0,71.0,73.0,43.0,68.75,0,0.09599999999999997,0
0,1,0,9.7,1,0.0,77.5,79.6,44.7,53.2,51.9,48.8,49.650000000000006,0,0.21240000000000003,0
1,1,1,13.0,4,0.0,91.0,92.0,73.0,86.0,71.0,91.0,80.25,0,0.08399999999999996,0
1,1,0,13.0,4,0.0,92.0,92.0,49.0,56.0,89.0,92.0,71.5,0,0.07999999999999996,0
0,0,1,13.0,4,0.0,95.0,96.0,77.0,72.0,80.0,76.0,76.25,0,0.04400000000000004,0
0,1,1,15.0,4,0.0,88.0,87.0,80.0,76.0,82.0,87.0,81.25,0,0.126,0
0,1,1,13.0,3,0.0,87.0,83.0,67.0,95.0,75.0,61.0,74.5,0,0.15400000000000003,0
0,1,0,12.7,4,0.0,80.5,82.7,73.3,86.6,69.5,76.0,76.35,0,0.18179999999999996,0
0,1,0,14.0,3,0.0,86.0,88.0,86.0,88.0,85.0,81.0,85.0,0,0.128,0
1,1,1,11.0,1,2.0,91.0,94.0,60.0,67.0,69.0,80.0,69.0,0,0.07200000000000002,0
1,1,1,12.0,3,0.0,86.0,99.0,61.0,73.0,54.0,82.0,67.5,0,0.06200000000000001,0
0,1,1,14.0,4,0.0,74.0,69.0,52.0,60.0,62.0,52.0,56.5,0,0.29000000000000004,0
0,1,0,12.0,2,0.0,59.5,66.8,49.5,44.2,40.5,36.1,42.575,1,0.3612000000000001,1
1,1,1,12.0,3,0.0,86.0,95.0,69.0,49.0,53.0,56.0,56.75,0,0.08600000000000003,0
1,1,0,12.0,3,0.0,98.0,93.0,59.0,91.0,90.0,44.0,71.0,0,0.049999999999999975,0
0,1,1,13.4,3,0.0,88.3,91.2,77.7,73.7,67.7,65.5,71.15,0,0.09959999999999998,0
1,1,0,13.0,4,0.0,96.0,90.0,66.0,55.0,65.0,96.0,70.5,0,0.076,0
1,1,0,11.0,1,0.0,92.0,93.0,73.0,77.0,70.0,89.0,77.25,0,0.07399999999999995,0
1,1,0,12.0,2,1.0,85.0,89.0,64.0,51.0,79.0,71.0,66.25,0,0.126,0
1,1,0,8.0,1,0.0,91.0,95.0,56.0,48.0,73.0,40.0,54.25,0,0.06600000000000002,0
0,1,0,13.3,4,0.0,79.3,88.7,80.8,87.7,85.3,87.2,85.25,1,0.1506,0
0,1,0,11.0,2,0.0,98.0,91.0,92.0,92.0,92.0,88.0,91.0,0,0.061999999999999986,0
0,0,1,13.0,3,1.0,83.0,78.0,67.0,61.0,67.0,68.0,65.75,0,0.2,0
1,1,1,8.0,1,2.0,20.0,37.0,28.0,46.0,36.0,34.0,36.0,0,0.6980000000000001,1
0,1,1,13.0,3,0.0,84.0,84.0,73.0,84.0,77.0,76.0,77.5,0,0.16000000000000003,0
1,1,1,12.0,3,0.0,88.0,90.0,77.0,93.0,67.0,63.0,75.0,0,0.10799999999999998,0
1,1,0,12.0,2,0.0,88.0,88.0,94.0,89.0,52.0,94.0,82.25,0,0.12,0
1,1,0,5.0,0,0.0,91.0,89.0,77.0,95.0,74.0,56.0,75.5,0,0.10199999999999998,0
1,1,1,5.0,0,2.0,20.0,37.0,24.0,38.0,14.0,85.0,40.25,0,0.6980000000000001,1
0,0,1,12.9,4,0.0,85.9,84.4,49.6,64.9,60.1,62.8,59.35,0,0.1499999999999999,0
1,1,1,8.0,1,0.0,92.0,85.0,69.0,57.0,68.0,68.0,65.5,0,0.122,0
1,1,1,7.0,0,0.0,83.5,86.0,78.8,72.1,81.3,84.0,79.05,1,0.15000000000000002,0
1,1,1,7.0,0,0.0,75.0,79.0,66.0,66.0,71.0,65.0,67.0,0,0.22599999999999998,0
1,1,1,13.0,4,0.0,88.0,96.0,79.0,84.0,59.0,86.0,77.0,0,0.07200000000000002,0
1,1,0,10.2,1,0.0,79.9,84.6,67.2,64.8,76.7,86.4,73.775,1,0.1728,0
0,0,1,12.0,3,1.0,74.0,71.0,50.0,46.0,38.0,43.0,44.25,0,0.278,1
1,1,1,13.0,4,0.0,92.0,92.0,48.0,58.0,90.0,92.0,72.0,0,0.07999999999999996,0
0,1,0,15.3,4,0.0,74.0,77.3,51.2,49.3,53.4,53.5,51.85,1,0.2402,0
1,1,0,9.0,1,0.0,85.0,87.0,68.0,57.0,57.0,63.0,61.25,0,0.138,0
0,1,0,13.2,4,0.0,81.7,91.3,61.0,59.9,58.5,53.5,58.225,0,0.1254,0
0,0,0,14.0,4,0.0,72.0,69.0,69.0,70.0,69.0,71.0,69.75,0,0.29800000000000004,0
1,1,1,13.0,4,0.0,96.0,93.0,58.0,74.0,81.0,76.0,72.25,0,0.05799999999999998,0
0,1,0,12.0,3,0.0,62.0,65.0,39.0,48.0,38.0,52.0,44.25,0,0.362,1
0,1,0,14.0,4,0.0,81.0,89.0,61.0,59.0,58.0,52.0,57.5,0,0.14199999999999996,0
0,1,0,11.0,4,0.0,81.0,70.0,56.0,76.0,72.0,60.0,66.0,0,0.256,0
0,0,1,12.1,3,0.0,79.1,81.4,66.3,57.4,69.4,68.0,65.275,0,0.19519999999999998,0
0,0,1,14.0,3,0.0,78.0,80.0,70.0,60.0,65.0,60.0,63.75,0,0.20799999999999996,0
0,1,0,13.0,4,0.0,91.0,94.0,93.0,80.0,90.0,82.0,86.25,0,0.07200000000000002,0
1,1,0,12.0,2,0.0,95.0,88.0,71.0,55.0,60.0,72.0,64.5,0,0.09200000000000001,0
1,1,1,13.0,4,0.0,98.0,87.0,56.0,71.0,91.0,58.0,69.0,0,0.08600000000000001,0
1,1,0,12.0,2,2.0,87.0,95.0,62.0,70.0,66.0,82.0,70.0,0,0.08200000000000003,0
0,1,0,14.0,3,0.0,74.0,70.0,65.0,62.0,59.0,56.0,60.5,0,0.28400000000000003,0
0,1,0,13.0,3,0.0,68.0,76.0,61.0,62.0,62.0,71.0,64.0,0,0.27199999999999996,0
0,0,0,13.0,4,0.0,74.0,76.0,64.0,53.0,55.0,60.0,58.0,0,0.248,0
1,1,1,13.0,4,0.0,91.0,97.0,46.0,63.0,85.0,91.0,71.25,0,0.054000000000000006,0
0,0,1,13.0,3,0.0,79.0,72.0,57.0,50.0,47.0,56.0,52.5,0,0.252,1
1,1,0,12.0,2,0.0,94.0,92.0,66.0,42.0,64.0,78.0,62.5,0,0.072,0
1,1,1,11.0,1,1.0,63.0,69.0,45.0,50.0,46.0,51.0,48.0,0,0.334,1
1,1,0,8.0,1,0.0,77.8,80.5,70.7,56.7,76.3,65.1,67.19999999999999,1,0.20579999999999996,0
0,1,1,13.0,3,0.0,87.0,83.0,78.0,66.0,72.0,80.0,74.0,0,0.15400000000000003,0
0,1,1,10.0,3,0.0,86.0,82.6,85.7,70.0,47.7,71.3,68.675,1,0.16040000000000004,0
1,1,0,12.0,2,0.0,92.0,90.0,83.0,95.0,87.0,52.0,79.25,0,0.09199999999999997,0
1,1,0,7.0,1,0.0,96.0,99.0,90.0,76.0,89.0,96.0,87.75,0,0.02200000000000002,0
0,1,1,12.9,4,0.0,80.2,77.2,72.1,63.6,67.0,65.4,67.025,1,0.21599999999999997,0
0,0,1,13.2,3,0.0,73.4,75.0,43.0,49.9,46.6,42.2,45.425,1,0.25639999999999996,1
1,1,1,6.0,0,1.0,88.0,92.0,88.0,71.0,73.0,43.0,68.75,0,0.09599999999999997,0
1,1,0,7.0,0,2.0,20.0,37.0,25.0,27.0,25.0,53.0,32.5,0,0.6980000000000001,1
1,1,1,13.0,4,0.0,93.0,99.0,81.0,43.0,93.0,93.0,77.5,0,0.03399999999999999,0
0,1,0,14.0,4,0.0,77.0,82.0,70.0,74.0,75.0,67.0,71.5,0,0.2,0
0,0,1,14.0,4,0.0,85.0,84.0,67.0,76.0,67.0,72.0,70.5,0,0.15600000000000003,0
1,1,1,12.0,3,0.0,92.0,92.0,63.0,90.0,81.0,50.0,71.0,0,0.07999999999999996,0
1,1,0,10.0,1,1.0,80.0,81.0,69.0,66.0,75.0,88.0,74.5,0,0.19399999999999995,0
1,1,0,12.0,2,0.0,85.0,96.0,84.0,77.0,69.0,63.0,73.25,0,0.08400000000000003,0
0,1,1,13.0,4,0.0,81.2,75.4,64.9,63.3,68.5,72.8,67.375,1,0.22279999999999997,0
0,0,1,13.0,3,2.0,67.0,74.0,60.0,60.0,50.0,52.0,55.5,0,0.288,1
1,1,0,9.0,1,0.0,89.0,87.0,87.0,47.0,64.0,89.0,71.75,0,0.122,0
1,1,1,9.0,1,0.0,74.0,82.0,75.0,76.0,57.0,54.0,65.5,0,0.21200000000000002,0
1,1,0,6.0,0,0.0,78.6,77.3,70.1,69.7,77.5,72.1,72.35,1,0.22180000000000002,0
0,1,0,12.0,4,0.0,79.0,85.0,75.0,85.0,67.0,74.0,75.25,0,0.174,0
0,1,0,14.0,4,0.0,77.0,81.0,54.0,84.0,85.0,67.0,72.5,0,0.20599999999999996,0
0,1,0,14.1,3,0.0,96.3,97.5,86.4,81.4,74.4,85.7,81.97500000000001,0,0.029800000000000028,0
1,1,0,12.0,2,0.0,87.0,92.0,59.0,41.0,63.0,58.0,55.25,0,0.09999999999999998,0
0,1,0,12.0,2,1.0,91.0,91.0,75.0,76.0,71.0,71.0,73.25,0,0.08999999999999997,0
1,1,1,13.4,3,1.0,63.1,70.6,53.0,39.5,57.6,44.9,48.75,0,0.32400000000000007,1
1,1,1,9.0,1,2.0,20.0,37.0,34.0,25.0,38.0,25.0,30.5,0,0.6980000000000001,1
0,0,0,13.0,4,0.0,75.0,79.0,66.0,66.0,71.0,65.0,67.0,0,0.22599999999999998,0
0,1,1,12.0,3,1.0,70.0,85.0,63.0,75.0,79.0,79.0,74.0,0,0.21000000000000002,0
0,1,0,12.1,2,0.0,89.2,87.4,76.0,77.7,71.4,71.2,74.075,1,0.11879999999999993,0
1,1,1,13.0,4,0.0,91.0,87.0,51.0,85.0,60.0,47.0,60.75,0,0.11399999999999999,0
0,1,1,11.7,4,0.0,84.3,89.2,59.7,86.6,73.9,58.4,69.65,1,0.1276,0
1,1,0,12.0,2,0.0,93.0,94.0,91.0,50.0,58.0,90.0,72.25,0,0.06400000000000002,0
1,1,0,11.0,0,1.0,73.0,69.0,64.0,68.0,57.0,66.0,63.75,0,0.29400000000000004,0
1,1,1,13.0,4,0.0,96.0,92.0,60.0,83.0,91.0,47.0,70.25,0,0.06399999999999999,0
1,1,0,13.0,4,0.0,96.0,92.0,74.0,73.0,52.0,93.0,73.0,0,0.06399999999999999,0
1,1,0,12.0,2,1.0,94.0,94.0,65.0,58.0,68.0,62.0,63.25,0,0.06000000000000005,0
0,1,0,11.0,4,0.0,96.0,95.0,79.0,76.0,82.0,60.0,74.25,0,0.04600000000000004,0
1,1,0,9.0,1,2.0,20.0,37.0,33.0,10.0,36.0,47.0,31.5,0,0.6980000000000001,1
0,0,1,13.0,4,0.0,86.0,88.0,60.0,58.0,62.0,63.0,60.75,0,0.128,0
1,1,1,13.0,4,0.0,93.0,89.0,58.0,47.0,65.0,93.0,65.75,0,0.09399999999999997,0
0,1,1,9.6,4,0.0,84.2,81.6,79.2,62.9,58.5,72.3,68.225,0,0.17359999999999998,0
0,1,0,14.0,3,0.0,71.0,73.0,44.0,53.0,50.0,48.0,48.75,0,0.278,1
1,1,0,13.0,4,0.0,87.0,89.0,75.0,94.0,84.0,44.0,74.25,0,0.118,0
1,1,0,9.0,1,1.0,94.0,97.0,89.0,40.0,54.0,46.0,57.25,0,0.04200000000000004,0
0,0,1,14.0,3,0.0,70.0,71.0,70.0,67.0,58.0,72.0,66.75,0,0.29400000000000004,0
1,1,1,13.0,4,0.0,95.0,91.0,61.0,91.0,70.0,95.0,79.25,0,0.074,0
0,1,0,13.0,3,0.0,82.0,81.0,75.0,73.0,73.0,76.0,74.25,0,0.186,0
1,1,0,13.0,4,0.0,94.0,97.0,54.0,54.0,75.0,94.0,69.25,0,0.04200000000000004,0
1,1,0,12.0,3,0.0,97.0,93.0,47.0,40.0,67.0,46.0,50.0,0,0.05399999999999998,0
1,1,0,9.0,0,0.0,81.0,82.0,65.0,63.0,61.0,58.0,61.75,0,0.184,0
1,1,0,12.0,3,0.0,95.0,90.0,94.0,45.0,80.0,77.0,74.0,0,0.08,0
0,1,1,12.8,4,0.0,77.8,75.4,68.5,59.2,63.3,73.9,66.225,1,0.23639999999999997,0
1,1,1,13.0,4,0.0,92.0,87.0,61.0,64.0,94.0,92.0,77.75,0,0.10999999999999999,0
0,1,0,10.0,3,0.0,84.0,93.0,85.0,40.0,77.0,70.0,68.0,0,0.10599999999999998,0
0,1,1,12.0,3,2.0,67.0,69.0,54.0,52.0,55.0,60.0,55.25,0,0.318,0
0,1,0,14.4,3,0.0,78.9,75.6,52.7,59.1,59.5,63.2,58.625,1,0.23080000000000006,0
1,1,0,6.0,0,2.0,65.0,64.0,59.0,60.0,57.0,57.0,58.25,0,0.356,0
